attendance,previous_cgpa,subject_difficulty,internal_marks,mid_sem_1,mid_sem_2,end_sem_marks
91.0,10.0,7.8,20.0,10.0,10.0,30.0
81.0,9.46,5.2,14.0,13.0,15.0,49.0
96.0,9.63,9.5,20.0,13.0,15.0,32.0
71.0,6.46,6.7,13.0,9.0,10.0,21.0
92.0,7.9,6.7,18.0,13.0,12.0,44.0
93.0,9.44,8.2,20.0,11.0,12.0,34.0
70.0,7.71,8.3,15.0,5.0,10.0,18.0
92.0,8.65,6.8,16.0,7.0,7.0,20.0
85.0,8.43,5.7,19.0,10.0,12.0,27.0
86.0,8.01,7.8,17.0,8.0,7.0,32.0
67.0,7.9,8.1,9.0,6.0,8.0,30.0
85.0,10.0,9.3,15.0,13.0,15.0,32.0
77.0,7.29,7.4,15.0,12.0,11.0,31.0
77.0,7.94,8.2,13.0,5.0,7.0,39.0
85.0,7.74,5.3,20.0,9.0,11.0,35.0
74.0,7.85,9.5,14.0,7.0,8.0,33.0
100.0,8.63,6.6,20.0,12.0,12.0,35.0
93.0,9.43,8.2,19.0,6.0,8.0,43.0
100.0,0.0,9.6,20.0,7.0,5.0,30.0
94.0,10.0,9.1,20.0,11.0,11.0,34.0
93.0,0.0,8.2,20.0,12.0,12.0,42.0
97.0,8.81,8.5,20.0,12.0,14.0,36.0
88.0,8.23,9.6,19.0,9.0,7.0,26.0
84.0,7.82,9.1,17.0,9.0,9.0,36.0
88.0,8.0,8.0,18.0,12.0,11.0,26.0
97.0,9.45,8.3,14.0,13.0,13.0,34.0
75.0,7.95,5.7,14.0,7.0,8.0,24.0
94.0,9.59,7.4,19.0,13.0,10.0,36.0
74.0,8.14,6.5,16.0,10.0,13.0,31.0
88.0,8.87,7.2,18.0,14.0,15.0,38.0
91.0,7.91,8.3,19.0,6.0,4.0,34.0
75.0,8.71,5.7,12.0,9.0,8.0,31.0
83.0,8.55,5.1,13.0,8.0,11.0,30.0
93.0,8.73,7.0,16.0,8.0,9.0,38.0
67.0,6.8,6.6,17.0,5.0,3.0,16.0
88.0,8.67,7.1,15.0,10.0,8.0,33.0
92.0,10.0,9.7,17.0,11.0,12.0,29.0
79.0,8.26,8.5,16.0,9.0,10.0,18.0
94.0,9.47,6.6,16.0,12.0,13.0,41.0
91.0,0.0,5.9,16.0,11.0,10.0,33.0
89.0,9.89,8.1,19.0,9.0,11.0,35.0
78.0,8.23,8.3,15.0,6.0,5.0,31.0
95.0,8.56,7.4,20.0,10.0,8.0,32.0
69.0,6.51,6.1,10.0,6.0,9.0,25.0
75.0,7.66,5.1,14.0,11.0,12.0,32.0
93.0,9.27,6.3,18.0,13.0,11.0,44.0
69.0,7.93,7.3,14.0,9.0,9.0,17.0
81.0,8.69,8.9,14.0,7.0,7.0,37.0
76.0,7.26,9.3,14.0,6.0,5.0,22.0
67.0,6.21,7.1,15.0,4.0,4.0,17.0
90.0,10.0,9.0,17.0,13.0,11.0,36.0
90.0,9.21,10.0,16.0,8.0,10.0,26.0
64.0,7.56,8.6,17.0,8.0,8.0,16.0
66.0,7.9,8.6,13.0,9.0,6.0,20.0
92.0,8.78,9.5,20.0,10.0,10.0,27.0
83.0,9.27,6.7,18.0,12.0,11.0,46.0
73.0,8.55,5.1,14.0,8.0,2.0,26.0
83.0,9.27,9.9,15.0,9.0,9.0,42.0
87.0,9.22,7.5,18.0,9.0,11.0,35.0
87.0,8.88,8.9,16.0,8.0,8.0,27.0
94.0,9.67,9.1,20.0,14.0,15.0,32.0
90.0,0.0,7.0,18.0,5.0,5.0,27.0
89.0,8.38,7.7,20.0,9.0,8.0,34.0
77.0,8.54,7.7,13.0,10.0,9.0,15.0
80.0,8.99,6.1,17.0,10.0,7.0,34.0
96.0,0.0,5.6,20.0,10.0,12.0,22.0
79.0,7.66,7.7,15.0,3.0,4.0,26.0
91.0,9.12,5.6,20.0,14.0,13.0,42.0
98.0,9.5,6.7,20.0,15.0,11.0,43.0
90.0,8.62,5.9,19.0,11.0,12.0,38.0
82.0,9.35,8.5,18.0,8.0,6.0,26.0
88.0,8.48,9.4,18.0,10.0,10.0,27.0
96.0,9.55,7.9,18.0,9.0,6.0,36.0
92.0,10.0,7.1,17.0,10.0,10.0,39.0
84.0,9.24,10.0,16.0,8.0,8.0,32.0
92.0,8.63,5.1,20.0,13.0,8.0,41.0
88.0,8.69,6.5,19.0,12.0,15.0,39.0
87.0,7.57,6.4,19.0,6.0,5.0,23.0
69.0,8.17,6.8,16.0,4.0,3.0,21.0
91.0,9.34,6.2,18.0,12.0,13.0,41.0
81.0,8.61,6.3,20.0,11.0,11.0,38.0
74.0,8.57,6.3,15.0,8.0,9.0,27.0
80.0,8.55,7.5,15.0,13.0,11.0,27.0
76.0,7.11,7.0,16.0,6.0,6.0,25.0
87.0,0.0,8.2,18.0,4.0,0.0,34.0
73.0,8.18,7.6,13.0,6.0,6.0,17.0
76.0,8.26,5.9,15.0,12.0,15.0,34.0
93.0,8.42,9.1,18.0,9.0,6.0,32.0
92.0,9.26,7.4,19.0,11.0,10.0,43.0
88.0,9.59,5.8,19.0,12.0,8.0,42.0
96.0,9.82,5.8,19.0,9.0,9.0,45.0
83.0,7.94,9.0,18.0,8.0,9.0,27.0
90.0,8.42,8.5,15.0,10.0,11.0,39.0
89.0,9.34,7.5,20.0,11.0,10.0,28.0
82.0,8.2,6.5,15.0,11.0,7.0,36.0
83.0,8.04,7.3,16.0,10.0,8.0,21.0
79.0,8.35,8.2,17.0,7.0,10.0,34.0
88.0,0.0,9.4,19.0,7.0,9.0,27.0
100.0,10.0,7.8,20.0,11.0,11.0,44.0
92.0,0.0,6.4,17.0,9.0,9.0,29.0
100.0,8.58,5.2,19.0,11.0,9.0,47.0
94.0,0.0,5.9,19.0,14.0,15.0,39.0
88.0,8.91,8.3,19.0,10.0,9.0,34.0
74.0,0.0,5.8,13.0,13.0,14.0,40.0
88.0,8.55,7.4,16.0,8.0,5.0,24.0
93.0,9.34,8.5,19.0,7.0,7.0,35.0
84.0,8.91,6.5,17.0,9.0,11.0,41.0
83.0,7.43,8.3,17.0,9.0,7.0,29.0
80.0,8.63,7.9,11.0,6.0,7.0,24.0
100.0,9.91,7.2,19.0,14.0,12.0,42.0
94.0,9.5,9.5,20.0,10.0,8.0,33.0
78.0,6.54,8.5,14.0,3.0,3.0,13.0
77.0,7.82,6.8,16.0,9.0,11.0,17.0
86.0,0.0,9.0,15.0,5.0,4.0,19.0
88.0,8.45,8.7,14.0,8.0,9.0,40.0
85.0,8.64,9.0,18.0,8.0,10.0,25.0
69.0,7.24,8.2,14.0,5.0,3.0,21.0
83.0,7.19,6.9,16.0,12.0,9.0,23.0
84.0,8.05,6.7,18.0,10.0,9.0,27.0
100.0,8.66,8.3,19.0,9.0,12.0,38.0
87.0,0.0,5.7,16.0,9.0,7.0,36.0
72.0,6.46,9.1,13.0,0.0,2.0,22.0
83.0,7.99,6.9,15.0,10.0,9.0,26.0
90.0,0.0,8.2,19.0,8.0,12.0,28.0
97.0,9.28,7.5,19.0,13.0,15.0,41.0
91.0,8.84,7.6,20.0,7.0,9.0,43.0
83.0,7.85,8.7,11.0,8.0,5.0,28.0
91.0,9.46,8.1,20.0,14.0,9.0,29.0
84.0,8.63,6.3,18.0,9.0,9.0,37.0
86.0,8.87,5.4,17.0,9.0,11.0,37.0
87.0,0.0,9.2,15.0,9.0,10.0,36.0
93.0,8.67,9.4,15.0,9.0,8.0,38.0
88.0,8.3,5.8,19.0,15.0,12.0,31.0
73.0,6.72,6.5,15.0,5.0,7.0,28.0
72.0,8.26,6.4,15.0,6.0,10.0,27.0
90.0,7.94,9.7,18.0,9.0,8.0,27.0
75.0,7.22,6.0,17.0,7.0,9.0,22.0
63.0,6.29,5.8,11.0,5.0,10.0,8.0
89.0,8.2,5.9,17.0,10.0,10.0,28.0
83.0,8.73,8.6,16.0,15.0,15.0,35.0
88.0,8.45,9.4,17.0,7.0,8.0,22.0
80.0,7.77,7.0,19.0,6.0,5.0,20.0
98.0,8.55,5.7,17.0,9.0,12.0,49.0
73.0,6.65,7.9,11.0,7.0,6.0,18.0
95.0,9.15,6.0,16.0,10.0,10.0,35.0
89.0,8.73,5.3,19.0,12.0,9.0,36.0
66.0,7.09,9.4,13.0,4.0,4.0,19.0
88.0,8.98,9.4,14.0,12.0,10.0,29.0
80.0,7.58,9.9,16.0,4.0,5.0,17.0
78.0,7.59,7.4,15.0,11.0,8.0,17.0
91.0,0.0,6.5,19.0,12.0,14.0,30.0
84.0,8.02,8.8,18.0,10.0,8.0,35.0
84.0,0.0,5.9,20.0,10.0,14.0,45.0
81.0,8.85,6.2,14.0,11.0,14.0,28.0
94.0,9.9,6.3,15.0,14.0,15.0,44.0
87.0,7.94,9.8,19.0,4.0,1.0,28.0
93.0,8.89,8.6,20.0,14.0,13.0,34.0
99.0,9.51,5.7,17.0,11.0,9.0,45.0
80.0,8.43,5.5,13.0,13.0,11.0,32.0
83.0,0.0,9.2,17.0,7.0,10.0,25.0
100.0,8.46,9.0,20.0,13.0,13.0,34.0
94.0,10.0,8.4,17.0,9.0,8.0,31.0
89.0,7.83,6.0,18.0,10.0,9.0,39.0
86.0,8.56,7.4,13.0,9.0,8.0,21.0
81.0,9.58,8.0,16.0,9.0,10.0,30.0
94.0,9.19,9.7,19.0,8.0,5.0,31.0
85.0,8.05,5.8,20.0,4.0,4.0,36.0
90.0,8.42,7.6,17.0,9.0,10.0,32.0
83.0,8.02,5.8,18.0,12.0,9.0,37.0
98.0,9.66,7.2,18.0,9.0,6.0,33.0
87.0,9.89,6.0,18.0,9.0,9.0,42.0
100.0,9.78,9.2,20.0,9.0,12.0,48.0
90.0,8.7,6.3,20.0,12.0,14.0,27.0
92.0,10.0,7.1,20.0,11.0,10.0,40.0
80.0,7.94,7.0,17.0,11.0,14.0,34.0
94.0,9.63,9.3,18.0,12.0,11.0,50.0
100.0,9.8,8.8,20.0,12.0,11.0,42.0
73.0,7.58,5.3,16.0,9.0,9.0,24.0
90.0,9.07,5.3,19.0,11.0,13.0,39.0
64.0,0.0,7.8,11.0,3.0,2.0,8.0
92.0,9.22,7.1,17.0,12.0,11.0,39.0
90.0,9.77,6.4,17.0,14.0,12.0,45.0
72.0,7.35,9.0,17.0,8.0,9.0,29.0
79.0,8.5,5.6,18.0,8.0,10.0,27.0
85.0,8.92,9.9,20.0,7.0,9.0,23.0
88.0,0.0,5.1,18.0,10.0,7.0,48.0
73.0,7.83,5.6,13.0,9.0,8.0,32.0
89.0,8.06,6.6,17.0,5.0,7.0,26.0
74.0,6.76,7.5,14.0,2.0,2.0,20.0
92.0,9.83,6.1,20.0,9.0,9.0,49.0
85.0,0.0,8.7,18.0,5.0,5.0,29.0
80.0,8.08,6.8,13.0,11.0,12.0,27.0
86.0,9.25,5.2,17.0,14.0,15.0,35.0
92.0,8.22,9.4,15.0,6.0,5.0,21.0
100.0,10.0,9.7,20.0,10.0,12.0,34.0
84.0,7.06,8.1,15.0,10.0,8.0,19.0
90.0,0.0,9.0,17.0,10.0,13.0,24.0
80.0,9.1,5.6,12.0,15.0,13.0,38.0
100.0,8.91,6.3,20.0,12.0,13.0,36.0
85.0,8.92,6.6,19.0,10.0,10.0,36.0
76.0,7.32,9.8,14.0,5.0,4.0,28.0
90.0,8.67,7.6,18.0,10.0,13.0,33.0
82.0,7.54,5.0,15.0,10.0,11.0,23.0
92.0,7.87,6.9,18.0,10.0,10.0,38.0
90.0,8.84,5.0,16.0,10.0,13.0,40.0
75.0,7.14,6.2,13.0,10.0,12.0,29.0
96.0,9.04,7.3,20.0,14.0,12.0,30.0
72.0,6.53,6.6,9.0,5.0,0.0,17.0
90.0,10.0,5.2,19.0,11.0,11.0,38.0
100.0,8.61,5.6,20.0,13.0,15.0,40.0
88.0,8.62,7.8,20.0,10.0,11.0,35.0
89.0,8.2,8.5,17.0,7.0,10.0,27.0
75.0,8.6,7.0,14.0,8.0,7.0,27.0
95.0,0.0,8.7,17.0,10.0,10.0,37.0
97.0,10.0,5.8,20.0,14.0,14.0,45.0
77.0,7.26,5.6,14.0,10.0,10.0,21.0
95.0,9.24,9.2,17.0,9.0,11.0,44.0
86.0,9.56,6.7,16.0,12.0,15.0,42.0
94.0,9.45,7.2,17.0,11.0,15.0,40.0
82.0,0.0,9.7,14.0,7.0,10.0,28.0
90.0,0.0,7.1,18.0,13.0,14.0,39.0
88.0,8.91,5.0,17.0,13.0,12.0,41.0
80.0,6.85,9.7,17.0,3.0,3.0,11.0
92.0,0.0,5.1,19.0,13.0,14.0,36.0
93.0,9.41,8.3,16.0,12.0,12.0,26.0
86.0,8.82,6.6,13.0,8.0,6.0,28.0
100.0,9.83,7.4,18.0,10.0,9.0,48.0
69.0,6.36,7.7,15.0,5.0,7.0,10.0
100.0,10.0,7.0,20.0,13.0,13.0,38.0
91.0,8.39,8.9,20.0,8.0,8.0,32.0
100.0,9.3,9.7,20.0,12.0,12.0,38.0
90.0,9.01,5.4,20.0,13.0,11.0,37.0
73.0,7.73,9.0,15.0,8.0,8.0,24.0
77.0,8.38,5.6,19.0,11.0,10.0,27.0
77.0,8.82,5.4,16.0,9.0,8.0,35.0
82.0,9.03,9.8,20.0,4.0,2.0,23.0
81.0,8.09,7.4,15.0,7.0,7.0,18.0
89.0,9.07,5.8,16.0,12.0,13.0,35.0
87.0,0.0,7.8,17.0,12.0,14.0,37.0
77.0,6.84,6.3,15.0,5.0,2.0,30.0
80.0,8.43,7.3,15.0,11.0,14.0,28.0
95.0,9.77,8.1,20.0,8.0,9.0,34.0
93.0,8.21,9.3,18.0,9.0,7.0,23.0
78.0,8.25,5.0,14.0,8.0,7.0,28.0
97.0,9.0,6.1,19.0,13.0,9.0,33.0
76.0,7.28,5.5,18.0,5.0,2.0,29.0
88.0,8.03,5.5,18.0,9.0,12.0,27.0
92.0,9.13,9.7,15.0,10.0,9.0,38.0
95.0,8.02,9.7,20.0,13.0,14.0,31.0
91.0,9.35,8.7,19.0,9.0,9.0,45.0
85.0,8.03,8.2,18.0,8.0,8.0,27.0
87.0,8.85,9.2,19.0,8.0,9.0,27.0
83.0,0.0,5.3,19.0,10.0,6.0,36.0
80.0,0.0,5.6,14.0,9.0,12.0,27.0
88.0,0.0,6.6,15.0,8.0,8.0,26.0
88.0,9.3,9.2,20.0,6.0,5.0,28.0
92.0,8.12,7.4,17.0,10.0,11.0,36.0
74.0,8.36,7.5,16.0,5.0,4.0,24.0
80.0,8.82,6.1,19.0,8.0,8.0,31.0
88.0,8.49,8.2,17.0,5.0,5.0,29.0
88.0,0.0,9.4,17.0,8.0,9.0,35.0
80.0,7.21,6.6,18.0,9.0,9.0,35.0
74.0,7.33,8.1,15.0,7.0,5.0,14.0
79.0,8.69,6.7,17.0,11.0,12.0,39.0
98.0,9.59,9.0,19.0,10.0,9.0,28.0
87.0,8.22,7.4,16.0,9.0,5.0,32.0
91.0,8.53,6.7,18.0,9.0,9.0,39.0
80.0,8.1,7.1,18.0,10.0,9.0,32.0
96.0,8.56,5.5,19.0,13.0,14.0,42.0
90.0,9.58,9.3,19.0,9.0,7.0,30.0
93.0,9.19,9.8,17.0,12.0,10.0,38.0
98.0,8.87,7.4,20.0,13.0,15.0,35.0
91.0,0.0,6.1,19.0,9.0,11.0,35.0
85.0,9.4,8.3,18.0,6.0,6.0,28.0
79.0,0.0,7.3,18.0,7.0,8.0,29.0
75.0,8.62,6.3,14.0,13.0,15.0,34.0
93.0,9.27,5.2,20.0,9.0,9.0,35.0
84.0,9.47,9.4,14.0,12.0,10.0,28.0
98.0,0.0,9.0,18.0,8.0,9.0,28.0
74.0,7.29,9.1,13.0,4.0,6.0,21.0
72.0,6.95,7.2,11.0,9.0,10.0,21.0
93.0,0.0,8.8,18.0,12.0,12.0,40.0
100.0,9.16,7.9,20.0,13.0,14.0,45.0
87.0,8.65,6.9,15.0,12.0,12.0,34.0
92.0,7.91,9.2,16.0,7.0,9.0,21.0
89.0,9.88,10.0,18.0,12.0,15.0,26.0
89.0,9.51,9.5,18.0,10.0,7.0,36.0
87.0,9.18,8.9,17.0,8.0,10.0,30.0
82.0,6.75,8.7,14.0,6.0,10.0,30.0
91.0,9.26,8.3,17.0,12.0,13.0,38.0
92.0,7.46,9.3,17.0,9.0,11.0,27.0
91.0,9.77,7.5,18.0,8.0,7.0,42.0
76.0,7.61,5.9,14.0,9.0,8.0,18.0
80.0,8.06,8.8,16.0,9.0,9.0,20.0
84.0,8.34,9.6,14.0,6.0,5.0,26.0
71.0,7.51,6.7,11.0,7.0,4.0,21.0
100.0,8.33,8.9,20.0,11.0,11.0,37.0
88.0,9.06,6.4,19.0,7.0,9.0,40.0
65.0,0.0,9.7,12.0,4.0,1.0,15.0
86.0,8.17,8.4,17.0,8.0,8.0,28.0
73.0,6.72,7.8,14.0,6.0,6.0,17.0
100.0,0.0,8.9,20.0,9.0,8.0,38.0
78.0,7.85,9.1,15.0,7.0,8.0,22.0
90.0,9.35,9.5,17.0,8.0,9.0,42.0
82.0,7.91,9.5,18.0,9.0,8.0,26.0
86.0,6.83,5.3,16.0,10.0,12.0,30.0
90.0,8.93,5.6,18.0,13.0,14.0,37.0
81.0,9.79,9.1,14.0,14.0,15.0,35.0
76.0,7.13,9.7,17.0,9.0,9.0,13.0
79.0,8.44,6.5,17.0,6.0,5.0,27.0
85.0,9.53,5.0,14.0,13.0,13.0,43.0
93.0,8.96,6.6,16.0,9.0,11.0,38.0
81.0,6.99,6.9,17.0,12.0,12.0,20.0
90.0,8.7,8.8,20.0,10.0,10.0,35.0
93.0,9.05,5.2,20.0,14.0,15.0,39.0
93.0,0.0,6.1,18.0,10.0,7.0,33.0
89.0,9.56,9.5,16.0,5.0,6.0,27.0
75.0,0.0,5.8,13.0,8.0,8.0,34.0
98.0,10.0,8.8,20.0,9.0,8.0,35.0
82.0,8.57,6.8,18.0,8.0,6.0,24.0
71.0,7.42,8.3,13.0,8.0,7.0,26.0
92.0,9.24,5.4,18.0,13.0,12.0,44.0
93.0,8.47,6.4,19.0,6.0,7.0,38.0
88.0,9.67,7.1,20.0,10.0,12.0,38.0
89.0,10.0,9.3,18.0,9.0,5.0,34.0
84.0,8.87,7.8,15.0,12.0,10.0,29.0
94.0,10.0,5.2,16.0,14.0,15.0,50.0
71.0,8.11,9.0,12.0,7.0,8.0,25.0
85.0,0.0,5.3,20.0,11.0,8.0,22.0
80.0,9.32,9.7,17.0,5.0,7.0,16.0
93.0,8.95,6.1,18.0,13.0,13.0,43.0
62.0,6.98,7.4,7.0,4.0,5.0,8.0
100.0,10.0,5.4,18.0,13.0,11.0,44.0
85.0,9.02,7.8,18.0,12.0,9.0,26.0
82.0,0.0,7.5,17.0,10.0,9.0,29.0
71.0,5.9,7.1,15.0,4.0,3.0,20.0
84.0,8.77,5.2,14.0,10.0,9.0,35.0
67.0,5.55,9.4,14.0,4.0,3.0,8.0
76.0,7.45,9.0,13.0,8.0,11.0,27.0
77.0,7.56,8.2,15.0,8.0,5.0,38.0
83.0,7.78,7.9,15.0,5.0,3.0,29.0
86.0,9.6,8.5,19.0,8.0,7.0,30.0
81.0,9.24,5.7,17.0,9.0,9.0,40.0
82.0,8.36,9.7,16.0,7.0,8.0,33.0
74.0,7.68,6.4,18.0,7.0,9.0,27.0
76.0,0.0,8.3,14.0,6.0,8.0,13.0
94.0,7.97,8.0,16.0,11.0,12.0,39.0
90.0,0.0,8.2,20.0,14.0,11.0,31.0
85.0,7.3,9.4,18.0,9.0,6.0,25.0
99.0,10.0,6.5,19.0,15.0,15.0,43.0
79.0,7.83,8.7,15.0,10.0,12.0,35.0
76.0,8.42,8.0,16.0,9.0,10.0,28.0
91.0,8.37,5.4,20.0,10.0,8.0,37.0
93.0,8.75,7.1,17.0,12.0,11.0,39.0
88.0,8.8,9.2,19.0,9.0,8.0,25.0
89.0,9.36,6.6,18.0,9.0,7.0,41.0
89.0,9.11,7.4,16.0,12.0,13.0,36.0
90.0,9.54,7.4,18.0,11.0,15.0,40.0
88.0,7.35,8.1,17.0,3.0,2.0,21.0
83.0,8.24,9.4,19.0,8.0,11.0,31.0
76.0,7.83,5.9,14.0,5.0,3.0,32.0
62.0,7.01,7.5,15.0,4.0,1.0,18.0
100.0,8.93,7.1,20.0,11.0,13.0,42.0
80.0,7.49,6.5,13.0,6.0,6.0,27.0
89.0,8.38,9.6,13.0,8.0,11.0,30.0
89.0,8.27,5.0,17.0,11.0,14.0,39.0
91.0,8.95,5.6,20.0,14.0,13.0,43.0
77.0,7.8,8.7,18.0,5.0,8.0,15.0
75.0,7.18,6.3,15.0,8.0,6.0,20.0
79.0,8.29,8.6,14.0,8.0,6.0,29.0
97.0,9.66,9.2,19.0,9.0,11.0,29.0
91.0,9.65,6.3,19.0,8.0,5.0,44.0
83.0,0.0,6.0,19.0,9.0,9.0,22.0
100.0,9.61,5.7,20.0,15.0,15.0,50.0
83.0,8.4,6.0,19.0,7.0,10.0,29.0
70.0,7.22,6.3,15.0,7.0,6.0,21.0
94.0,9.58,9.3,20.0,11.0,13.0,35.0
91.0,9.13,8.9,14.0,12.0,10.0,33.0
90.0,9.08,5.0,16.0,13.0,12.0,46.0
81.0,7.69,9.4,14.0,7.0,7.0,16.0
100.0,9.38,5.4,18.0,14.0,15.0,41.0
89.0,7.78,8.3,18.0,7.0,5.0,26.0
82.0,8.81,5.8,14.0,7.0,11.0,32.0
87.0,0.0,5.3,16.0,10.0,6.0,39.0
76.0,7.52,8.8,15.0,7.0,7.0,21.0
100.0,9.81,7.3,17.0,13.0,13.0,40.0
87.0,9.13,8.0,16.0,13.0,10.0,36.0
82.0,7.29,7.1,18.0,8.0,11.0,21.0
82.0,7.63,5.3,14.0,11.0,10.0,26.0
76.0,7.81,8.7,17.0,1.0,1.0,18.0
88.0,8.57,9.1,16.0,11.0,12.0,15.0
95.0,9.23,5.2,20.0,13.0,10.0,46.0
73.0,7.64,6.9,12.0,9.0,7.0,29.0
86.0,8.6,7.8,18.0,11.0,14.0,39.0
66.0,7.62,8.0,13.0,6.0,6.0,16.0
91.0,9.67,7.9,19.0,8.0,3.0,36.0
68.0,6.22,8.5,13.0,8.0,7.0,6.0
92.0,9.51,9.8,20.0,8.0,8.0,23.0
100.0,0.0,7.0,20.0,11.0,11.0,42.0
89.0,8.39,7.8,18.0,10.0,6.0,33.0
85.0,8.52,8.5,16.0,8.0,8.0,35.0
74.0,0.0,8.0,14.0,6.0,4.0,26.0
87.0,9.83,6.9,15.0,12.0,12.0,48.0
96.0,9.58,8.1,20.0,15.0,15.0,43.0
71.0,8.23,8.3,15.0,9.0,10.0,31.0
71.0,7.16,7.9,17.0,4.0,7.0,14.0
92.0,9.1,6.0,20.0,9.0,13.0,43.0
93.0,9.15,7.5,17.0,10.0,8.0,42.0
86.0,0.0,9.4,18.0,8.0,7.0,24.0
95.0,9.56,9.3,19.0,10.0,11.0,37.0
70.0,7.79,8.8,16.0,4.0,4.0,18.0
82.0,8.1,8.5,15.0,9.0,4.0,36.0
100.0,10.0,5.8,20.0,13.0,13.0,40.0
88.0,7.3,7.3,16.0,6.0,8.0,26.0
81.0,7.16,5.6,16.0,10.0,7.0,30.0
76.0,6.64,9.1,13.0,8.0,8.0,20.0
87.0,8.17,6.5,13.0,11.0,7.0,50.0
79.0,8.61,8.8,14.0,12.0,14.0,35.0
67.0,6.84,9.1,13.0,8.0,8.0,4.0
93.0,10.0,9.5,20.0,12.0,11.0,38.0
87.0,7.7,8.8,15.0,7.0,6.0,26.0
95.0,9.13,7.8,18.0,10.0,7.0,36.0
89.0,8.74,8.0,15.0,7.0,9.0,33.0
81.0,8.11,6.6,19.0,7.0,5.0,24.0
87.0,9.88,5.9,16.0,10.0,11.0,38.0
99.0,9.13,5.7,19.0,12.0,10.0,41.0
77.0,9.6,5.9,15.0,7.0,11.0,31.0
84.0,9.28,9.7,13.0,10.0,13.0,29.0
90.0,8.3,5.8,15.0,9.0,13.0,31.0
92.0,8.13,8.6,16.0,10.0,14.0,39.0
83.0,8.48,5.9,18.0,12.0,11.0,36.0
82.0,0.0,9.9,11.0,10.0,8.0,30.0
85.0,9.42,6.8,18.0,10.0,14.0,35.0
87.0,8.71,7.1,18.0,12.0,12.0,33.0
85.0,8.93,7.0,13.0,11.0,13.0,39.0
89.0,8.91,9.1,17.0,14.0,13.0,32.0
86.0,0.0,6.1,20.0,11.0,10.0,20.0
96.0,9.34,9.2,17.0,13.0,15.0,38.0
89.0,9.6,8.3,17.0,6.0,2.0,27.0
81.0,7.79,6.1,20.0,9.0,11.0,32.0
86.0,9.9,5.3,18.0,15.0,15.0,45.0
93.0,8.39,8.9,18.0,11.0,10.0,29.0
96.0,8.88,6.1,18.0,13.0,13.0,35.0
90.0,8.25,9.4,19.0,9.0,9.0,38.0
91.0,9.4,5.6,20.0,14.0,14.0,41.0
100.0,8.62,8.1,16.0,7.0,8.0,42.0
100.0,9.08,8.5,16.0,13.0,11.0,42.0
100.0,9.24,8.3,18.0,11.0,15.0,38.0
96.0,9.17,6.6,19.0,10.0,10.0,37.0
91.0,8.23,9.4,18.0,9.0,9.0,26.0
78.0,8.26,8.8,12.0,7.0,11.0,33.0
81.0,8.68,7.6,16.0,7.0,3.0,28.0
85.0,8.76,8.0,17.0,9.0,13.0,28.0
62.0,0.0,7.8,11.0,7.0,7.0,20.0
100.0,9.48,9.7,19.0,10.0,9.0,31.0
81.0,7.72,9.5,15.0,4.0,2.0,24.0
78.0,8.62,6.2,17.0,7.0,4.0,34.0
67.0,6.55,6.3,13.0,3.0,2.0,14.0
88.0,9.19,9.9,15.0,11.0,12.0,33.0
87.0,0.0,6.2,19.0,13.0,14.0,40.0
86.0,7.76,9.8,14.0,12.0,13.0,27.0
95.0,7.85,8.2,16.0,7.0,6.0,34.0
89.0,9.66,5.3,17.0,15.0,15.0,39.0
71.0,5.92,6.7,14.0,0.0,5.0,16.0
89.0,8.19,7.4,18.0,9.0,12.0,31.0
96.0,9.46,9.2,17.0,11.0,10.0,35.0
77.0,7.09,6.6,17.0,7.0,8.0,16.0
74.0,7.61,6.6,18.0,6.0,7.0,21.0
97.0,9.02,9.6,19.0,10.0,13.0,32.0
81.0,7.9,5.4,17.0,6.0,5.0,33.0
82.0,8.65,7.8,12.0,12.0,10.0,33.0
78.0,7.72,7.5,15.0,7.0,9.0,28.0
91.0,9.26,5.3,17.0,12.0,13.0,33.0
80.0,7.86,5.4,14.0,9.0,7.0,33.0
89.0,9.29,6.9,16.0,10.0,11.0,32.0
74.0,7.68,5.7,14.0,9.0,13.0,34.0
84.0,9.48,7.4,14.0,14.0,13.0,43.0
68.0,7.65,8.0,13.0,4.0,2.0,23.0
78.0,8.56,8.5,14.0,6.0,6.0,27.0
83.0,8.18,7.7,18.0,8.0,9.0,18.0
83.0,10.0,6.9,17.0,12.0,12.0,43.0
86.0,9.08,5.6,18.0,12.0,14.0,39.0
79.0,8.49,6.2,18.0,9.0,10.0,35.0
96.0,0.0,7.1,18.0,14.0,15.0,35.0
70.0,8.71,9.6,15.0,6.0,5.0,23.0
89.0,9.04,6.0,20.0,8.0,6.0,37.0
73.0,7.94,7.1,13.0,6.0,5.0,21.0
83.0,7.67,8.7,13.0,6.0,3.0,23.0
69.0,7.73,8.5,12.0,3.0,4.0,15.0
98.0,9.54,9.8,20.0,11.0,7.0,33.0
87.0,7.79,6.0,15.0,11.0,10.0,32.0
80.0,7.93,5.1,15.0,8.0,7.0,27.0
86.0,0.0,6.6,16.0,10.0,8.0,39.0
84.0,9.37,5.7,16.0,7.0,6.0,33.0
98.0,9.53,7.7,18.0,10.0,10.0,35.0
74.0,7.23,9.5,12.0,3.0,6.0,21.0
78.0,8.4,8.4,15.0,10.0,8.0,31.0
86.0,8.21,5.7,17.0,14.0,15.0,36.0
